Title,Artist,ArtistBio,Nationality,Continent,BeginDate,EndDate,Gender,DateProduced,Medium,DateAcquired,YearAcquired,AgeAtAcquisition,ObjectID,height,width,area,RevURL,ThumbnailURL
The Laugh,Umberto Boccioni,Italian,Italian,Europe,1882,1916,Male,1911,Oil on canvas,1959-09-15,1959,48,80199,110.2,145.4,16023.08,http://www.moma.org/collection/works/80199,http://www.moma.org/media/W1siZiIsIjE1MTQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39b943f35d06ed4f
The Fourth Dimension,Patrick J. Sullivan,American,American,North America,1894,1967,Male,1938,Oil on canvas,1967-10-18,1967,29,80200,61.5,76.6,4710.9,http://www.moma.org/collection/works/80200,http://www.moma.org/media/W1siZiIsIjE2MjA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f54f714059c7cce9
The Clock,Philip Guston,American,American,North America,1913,1980,Male,1956,Oil on canvas,1959-09-15,1959,3,80202,193.1,163,31475.3,http://www.moma.org/collection/works/80202,http://www.moma.org/media/W1siZiIsIjE3OTQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18f16c5f1aaa8a0b
Painting,Philip Guston,French,French,Europe,1921,2012,Male,1947,Oil and gesso on plywood,1959-09-15,1959,12,80204,159.7,120,19164,http://www.moma.org/collection/works/80204,http://www.moma.org
Capella 4B,Victor Vasarely,French,French,Europe,1908,1997,Male,1965,"Tempera on composition board, in two parts",1967-10-18,1967,2,80205,128.5,83.1,10678.35,http://www.moma.org/collection/works/80205,http://www.moma.org/media/W1siZiIsIjE2ODc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=22650b4df7073ce9
The Pantheon,Louis Vivin,French,French,Europe,1861,1936,Male,1933,Oil on canvas,1967-10-18,1967,34,80207,38.1,55.1,2099.31,http://www.moma.org/collection/works/80207,http://www.moma.org/media/W1siZiIsIjMwMzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e9339323acad73b
Before Entering the Ring,Camille Bombois,French,French,Europe,1883,1970,Male,1930,Oil on canvas,1939-12-08,1939,9,80208,60,73,4380,http://www.moma.org/collection/works/80208,http://www.moma.org/media/W1siZiIsIjIwOTIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40e722f49acc34ba
Sacrifice,Theodoros Stamos,American,American,North America,1922,1997,Male,1948,Oil on composition board,1971-01-12,1971,23,80210,91.3,122,11138.6,http://www.moma.org/collection/works/80210,http://www.moma.org/media/W1siZiIsIjIyNTE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c74338649c7e449c
Hill,Candido Portinari,Brazilian,Brazilian,South America,1903,1962,Male,1933,Oil on canvas,1939-12-08,1939,6,80211,114,145.7,16609.8,http://www.moma.org/collection/works/80211,http://www.moma.org/media/W1siZiIsIjE1ODEzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db3011d646e7b9be
"Mouth, 7",Tom Wesselmann,American,American,North America,1931,2004,Male,1966,Oil on shaped canvas,1967-10-18,1967,1,80212,203.8,165.1,33647.38,http://www.moma.org/collection/works/80212,http://www.moma.org
The Ferryman of the Moselle,Dominique-Paul Peyronnet,French,French,Europe,1872,1943,Male,1934,Oil on canvas,1939-12-08,1939,5,80213,88.9,115.9,10303.51,http://www.moma.org/collection/works/80213,http://www.moma.org/media/W1siZiIsIjIwOTIyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ca818bba9840509
Homage to the Square: Broad Call,Josef Albers,American,American,North America,1888,1976,Male,1967,Oil on composition board,1967-10-18,1967,0,80216,121.9,121.9,14859.61,http://www.moma.org/collection/works/80216,http://www.moma.org/media/W1siZiIsIjE2MjA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d642e1b72fbc4559
Untitled Malibu Series,Tom Holland,American,American,North America,1936,0,Male,1969,Epoxy resin on fiberglass with copper rivets,1971-02-09,1971,2,80217,175.9,280,49252,http://www.moma.org/collection/works/80217,http://www.moma.org/media/W1siZiIsIjE2Njk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2db0d9a91908e2bf
Six White Rainbows,Jim Dine,American,American,North America,1935,0,Male,1961,"Oil on canvas, six panels",1990-12-10,1990,29,80219,184.1,102.7,18907.07,http://www.moma.org/collection/works/80219,http://www.moma.org/media/W1siZiIsIjIzMjc0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c994690a38ce3c1b
Water Lilies,Claude Monet,French,French,Europe,1840,1926,Male,1914,"Oil on canvas, three panels",1959-09-15,1959,45,80220,200.03,424.82,84976.7446,http://www.moma.org/collection/works/80220,http://www.moma.org/media/W1siZiIsIjI0Njc4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=153d727c913cbd0f
Modern Painting with Bolt,Roy Lichtenstein,American,American,North America,1923,1997,Male,1967,Synthetic polymer paint and oil on canvas,1967-10-18,1967,0,80221,173.2,173.5,30050.2,http://www.moma.org/collection/works/80221,http://www.moma.org/media/W1siZiIsIjE2MjA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=413abdece7838027
Tattoo,Jim Dine,American,American,North America,1935,0,Male,1961,Oil on canvas,1990-12-10,1990,29,80222,153,122.5,18742.5,http://www.moma.org/collection/works/80222,http://www.moma.org/media/W1siZiIsIjE1MTQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9227b56267f6aa0
Reason and Instinct � Sun and Moon,Renato Cristiano,Italian,Italian,Europe,1926,0,Male,1958,Oil on canvas,1959-10-15,1959,1,80223,92.3,83.5,7707.05,http://www.moma.org/collection/works/80223,http://www.moma.org/media/W1siZiIsIjIwOTIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c82f168a4c745cf6
Soul of the Underground,Jean Dubuffet,French,French,Europe,1901,1985,Male,1959,Oil on aluminum foil on composition board,1990-12-10,1990,31,80225,149.6,195,29172,http://www.moma.org/collection/works/80225,http://www.moma.org/media/W1siZiIsIjMzNjY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f7e92114764ca69e
21459,John Levee,American,American,North America,1924,2017,Male,1958,Oil on canvas,1959-10-15,1959,1,80227,73,100,7300,http://www.moma.org/collection/works/80227,http://www.moma.org/media/W1siZiIsIjM5MjM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b97b5d59b367dc78
Composition 13,Luis Martinez Pedro,Cuban,Cuban,North America,1910,1990,Male,1957,Oil on canvas,1959-10-15,1959,2,80228,147.5,96.5,14233.75,http://www.moma.org/collection/works/80228,http://www.moma.org
Ram Grip,Alan Davie,British,British,Europe,1920,2014,Male,1960,Oil on canvas,1978-03-09,1978,18,80230,152.7,182.9,27928.83,http://www.moma.org/collection/works/80230,http://www.moma.org/media/W1siZiIsIjE2Njk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bb4a76904ddb7d5
Laundry Barge,Marcel Duchamp,American,American,North America,1887,1968,Male,1910,Oil on cardboard mounted on composition board,1990-12-10,1990,80,80231,65.5,74.3,4866.65,http://www.moma.org/collection/works/80231,http://www.moma.org/media/W1siZiIsIjE2NjQyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=202ca6b992800cdc
Man Seated by a Window,Marcel Duchamp,American,American,North America,1887,1968,Male,1907,Oil on canvas,1990-12-10,1990,83,80234,55.6,38.7,2151.72,http://www.moma.org/collection/works/80234,http://www.moma.org/media/W1siZiIsIjE2NjQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=984d41765b823ddc
Portrait of Yvonne Duchamp,Marcel Duchamp,American,American,North America,1887,1968,Male,1907,Oil on canvas,1990-12-10,1990,83,80235,87,67.4,5863.8,http://www.moma.org/collection/works/80235,http://www.moma.org/media/W1siZiIsIjE2NjQzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fddd9c4c4bc626ee
Two Nudes,Pablo Picasso,American,American,North America,1887,1968,Male,1910,Oil on canvas,1990-12-10,1990,80,80237,98.9,81.8,8090.02,http://www.moma.org/collection/works/80237,http://www.moma.org/media/W1siZiIsIjE2MDU0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=33dcf6ebe38877cc
Magic Star I,Alfred Jensen,American,American,North America,1903,1981,Male,1960,Oil on canvas,1990-12-10,1990,30,80240,76.2,60.8,4632.96,http://www.moma.org/collection/works/80240,http://www.moma.org/media/W1siZiIsIjIwOTIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66a0fa431712c593
Solar Centrifugal Force Outward East,Alfred Jensen,American,American,North America,1903,1981,Male,1961,Oil on canvas,1990-12-10,1990,29,80241,162.6,121.8,19804.68,http://www.moma.org/collection/works/80241,http://www.moma.org/media/W1siZiIsIjIwOTIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c3013309f00c80a
Solar Centripetal Force Inward West,Alfred Jensen,American,American,North America,1903,1981,Male,1961,Oil on canvas,1990-12-10,1990,29,80243,162.5,122,19825,http://www.moma.org/collection/works/80243,http://www.moma.org/media/W1siZiIsIjIwOTIzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=136f8d3926975805
Bathers,Andre Derain,French,French,Europe,1880,1954,Male,1907,Oil on canvas,1980-12-09,1980,73,80246,132.1,195,25759.5,http://www.moma.org/collection/works/80246,http://www.moma.org/media/W1siZiIsIjE1MTQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bfc6fd71b4dbfde
Drowning Girl,Roy Lichtenstein,American,American,North America,1923,1997,Male,1963,Oil and synthetic polymer paint on canvas,1971-12-07,1971,8,80249,171.6,169.5,29086.2,http://www.moma.org/collection/works/80249,http://www.moma.org/media/W1siZiIsIjIzNzM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b0da1a07c39bff7
Memory of a Painting which was the Memory of an Epoch which was the Memory of Something Personal,Hundertwasser (Friedrich Stowasser),Austrian,Austrian,Europe,1928,2000,Male,1960,Oil and egg tempera with metal leaf on paper mounted on canvas,1980-12-09,1980,20,80252,115.6,73,8438.8,http://www.moma.org/collection/works/80252,http://www.moma.org/media/W1siZiIsIjIwOTIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6f2bcfb7a334a022
Conversation II,Francis Picabia,French,French,Europe,1879,1953,Male,1922,Watercolor on composition board,1990-12-10,1990,68,80255,45.4,60.6,2751.24,http://www.moma.org/collection/works/80255,http://www.moma.org/media/W1siZiIsIjE1MTQ1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e53f58a0e8083ee9
Still Life,Henri Matisse,Italian,Italian,Europe,1890,1964,Male,1938,Oil on canvas,1949-09-29,1949,11,80256,24.1,39.7,956.77,http://www.moma.org/collection/works/80256,http://www.moma.org/media/W1siZiIsIjE1MTQ1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e882d85ea2d1d1ce
Empty Chair or The Last Colonial,Alfonso Ossorio,American,American,North America,1916,1990,Male,1969,"Glass and plastic marbles, carved wood figures, painted skeletal foot and vertebra, tree fragments, pebbles, geode, iron nails, coral, seashells, wood shoe trees, lobster claws, machete, faux pearls, plastic and wooden letters, plastic sheets and scraps, wood scraps, painted wood, animal claws and bones, domino, glass eyes, bell, and other materials on plastic sheets mounted on wood",1971-12-07,1971,2,80257,117.7,99.7,11734.69,http://www.moma.org/collection/works/80257,http://www.moma.org/media/W1siZiIsIjE3MTA5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81701980d88cae27
Brooklyn Bridge VII,Ellsworth Kelly,American,American,North America,1923,2015,Male,1962,Oil on canvas,1980-12-09,1980,18,80258,234,95.6,22370.4,http://www.moma.org/collection/works/80258,http://www.moma.org/media/W1siZiIsIjE1MTQ1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45bb5fb66142a89c
Tarentelle,Francis Picabia,French,French,Europe,1879,1953,Male,1912,Oil on canvas,1990-12-10,1990,78,80259,73.6,92.1,6778.56,http://www.moma.org/collection/works/80259,http://www.moma.org/media/W1siZiIsIjMzNjY1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb5e3eb71f8b3f6b
Melon Eaters,Renato Guttuso,Italian,Italian,Europe,1912,1987,Male,1948,Oil on canvas,1949-11-22,1949,1,80260,88.9,115.9,10303.51,http://www.moma.org/collection/works/80260,http://www.moma.org/media/W1siZiIsIjIyNTE2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb543ec984177850
Bather with Beach Ball,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1932,Oil on canvas,1980-12-09,1980,48,80262,146.2,114.6,16754.52,http://www.moma.org/collection/works/80262,http://www.moma.org/media/W1siZiIsIjE1MTQ1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a5dcf2ff0ba29d08
Twin,Robert Ryman,American,American,North America,1930,0,Male,1966,Oil on cotton,1971-12-07,1971,5,80266,192.4,192.6,37056.24,http://www.moma.org/collection/works/80266,http://www.moma.org/media/W1siZiIsIjM4MDE0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f8a1e330cf286e1
"""I""",Antoni Tspies,Spanish,Spanish,Europe,1923,2012,Male,1961,Latex paint with marble dust on canvas,1990-12-10,1990,29,80267,55.1,46.3,2551.13,http://www.moma.org/collection/works/80267,http://www.moma.org/media/W1siZiIsIjMwNjYzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5c0cd1e3aff7fac3
Susanna and the Elders,Mario Sironi,Italian,Italian,Europe,1885,1961,Male,1935,Oil on canvas on composition board,1971-12-07,1971,36,80268,107.3,110.3,11835.19,http://www.moma.org/collection/works/80268,http://www.moma.org/media/W1siZiIsIjIyNTMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dcbdd6125e571c12
Number 107,Ad Reinhardt,American,American,North America,1913,1967,Male,1950,Oil on canvas,1980-12-09,1980,30,80269,203.2,91.4,18572.48,http://www.moma.org/collection/works/80269,http://www.moma.org/media/W1siZiIsIjIwNjM5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92c7b99fe6ad3ce5
Bauhaus Stairway,Oskar Schlemmer,American,American,North America,1923,1997,Male,1988,Oil and magna on canvas,1990-12-10,1990,2,80271,238.8,167.7,40046.76,http://www.moma.org/collection/works/80271,http://www.moma.org/media/W1siZiIsIjE1MTQ2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e69646e2dccfb54
Abra Variation I,Frank Stella,American,American,North America,1936,0,Male,1969,Fluorescent alkyd on canvas,1980-12-09,1980,11,80273,304.8,304.5,92811.6,http://www.moma.org/collection/works/80273,http://www.moma.org/media/W1siZiIsIjE1OTIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a755f4926173251e
Prow,Christopher Le Brun,British,British,Europe,1951,0,Male,1983,Oil on canvas,1990-12-10,1990,7,80274,259.1,259.1,67132.81,http://www.moma.org/collection/works/80274,http://www.moma.org/media/W1siZiIsIjE1MTQ2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a1949188fa8d559
"Andy Warhol, ""Marilyn Monroe,"" 1964",Richard Pettibone,American,American,North America,1938,0,Male,1968,Silkscreen ink on canvas,1994-10-11,1994,26,80275,13.3,13.3,176.89,http://www.moma.org/collection/works/80275,http://www.moma.org/media/W1siZiIsIjE1OTM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0980549958dac68a
Enshin,Takeo Yamaguchi,Japanese,Japanese,Asia,1902,1983,Male,1961,Oil on wood,1971-12-07,1971,10,80276,182.6,182.6,33342.76,http://www.moma.org/collection/works/80276,http://www.moma.org
Untitled,Blinky Palermo,American,American,North America,1900,1955,Male,1954,Oil on wood,1980-12-09,1980,26,80277,8.3,8.3,68.89,http://www.moma.org/collection/works/80277,http://www.moma.org
"Andy Warhol, ""Marilyn Monroe,"" 1964",Richard Pettibone,American,American,North America,1938,0,Male,1968,Silkscreen ink on canvas,1994-10-11,1994,26,80278,13.3,13.3,176.89,http://www.moma.org/collection/works/80278,http://www.moma.org/media/W1siZiIsIjIwOTI0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c7a9267787a638a
Desolation,Raquel Forner,Argentine,Argentine,South America,1902,1988,Female,1942,Oil on canvas,1942-12-29,1942,0,80279,93.7,72.7,6811.99,http://www.moma.org/collection/works/80279,http://www.moma.org/media/W1siZiIsIjIyNjE2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16ed49ed6a4c08e6
The Architect's Table,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1912,Oil on canvas mounted on panel,1971-12-21,1971,59,80280,72.6,59.7,4334.22,http://www.moma.org/collection/works/80280,http://www.moma.org/media/W1siZiIsIjE0Mzk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd0ae49ccd289ffe
Views & Vistas,Douglas Blau,American,American,North America,1955,0,Male,1993,"Mixed media assemblage of framed works on paper in various mediums including photo offset lithograph, relief halftone, photogravure, xerox, collotype, ink jet, ink photo, gelatin silver print, and line block, in 81 parts",1994-05-09,1994,1,80281,91.4,50.8,4643.12,http://www.moma.org/collection/works/80281,http://www.moma.org/media/W1siZiIsIjM4MzUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=35785a158c9a4461
Sable-Vested Night,Cleve Gray,American,American,North America,1918,2004,Male,1977,Synthetic polymer paint on canvas,1995-10-10,1995,18,80284,193,175.3,33832.9,http://www.moma.org/collection/works/80284,http://www.moma.org
Stevedores Resting,Alfredo Guido,Argentine,Argentine,South America,1892,1967,Male,1938,Tempera on wood,1942-12-29,1942,4,80285,53.7,46,2470.2,http://www.moma.org/collection/works/80285,http://www.moma.org/media/W1siZiIsIjIyNTM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f269f8b81804653a
Landscape,Marcel Duchamp,American,American,North America,1887,1968,Male,1908,Oil on canvas,1971-12-17,1971,63,80287,46,60.9,2801.4,http://www.moma.org/collection/works/80287,http://www.moma.org/media/W1siZiIsIjE3ODM5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b4854ad24131e01
Water Heater,Andy Warhol,American,American,North America,1928,1987,Male,1961,Casein on canvas,1971-12-13,1971,10,80290,113.6,101.5,11530.4,http://www.moma.org/collection/works/80290,http://www.moma.org/media/W1siZiIsIjE1MTQ2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dfee1a06d2c3e1f
La Japonaise: Woman beside the Water,Henri Matisse,French,French,Europe,1869,1954,Male,1905,Oil and pencil on canvas,1983-12-14,1983,78,80294,35.2,28.2,992.64,http://www.moma.org/collection/works/80294,http://www.moma.org/media/W1siZiIsIjE1MDkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=179071d077c2cd18
Water Lilies,Claude Monet,French,French,Europe,1840,1926,Male,1914,Oil on canvas,1959-12-30,1959,45,80298,199.5,599,119500.5,http://www.moma.org/collection/works/80298,http://www.moma.org/media/W1siZiIsIjI0Njc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c738dc9af4324890
Red-Orange Panel with Curve,Ellsworth Kelly,American,American,North America,1923,2015,Male,1993,Oil on canvas,1993-12-06,1993,0,80300,269.4,222.5,59941.5,http://www.moma.org/collection/works/80300,http://www.moma.org/media/W1siZiIsIjE1MTQ2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a2355f48ba4478f
Flying Carpet,Stuart Davis,American,American,North America,1892,1964,Male,1942,Woven wool,1943-11-04,1943,1,80301,215.9,304.8,65806.32,http://www.moma.org/collection/works/80301,http://www.moma.org/media/W1siZiIsIjIyNjE3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=147fabdc5d717b9a
L'Estaque,Andre Derain,French,French,Europe,1839,1906,Male,1879,Oil on canvas,1959-12-30,1959,80,80302,80.3,99.4,7981.82,http://www.moma.org/collection/works/80302,http://www.moma.org/media/W1siZiIsIjM5MTE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=154988fdade7b87f
Untitled,Blinky Palermo,Argentine,Argentine,South America,1961,0,Male,1992,Mixed media on canvas,1993-12-06,1993,1,80304,255.3,186.1,47511.33,http://www.moma.org/collection/works/80304,http://www.moma.org/media/W1siZiIsIjE1MTQ3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f99ac755a657e804
Six Hundred and Thirty-Nine,Alexander Liberman,American,American,North America,1912,1999,Male,1959,Oil and synthetic polymer paint on canvas,1993-12-06,1993,34,80306,125.1,347.35,43453.485,http://www.moma.org/collection/works/80306,http://www.moma.org
The Second Two-Panel Horizontal,Alfred Leslie,American,American,North America,1927,0,Male,1958,"Oil on canvas, two panels",1959-12-30,1959,1,80308,167.6,182.9,30654.04,http://www.moma.org/collection/works/80308,http://www.moma.org/media/W1siZiIsIjM0MjU1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e41abe24f44da505
"Number 7, 1950",Jackson Pollock,American,American,North America,1912,1956,Male,1950,"Oil, enamel, and aluminum paint on canvas",1993-12-06,1993,43,80310,58.5,268.61,15713.685,http://www.moma.org/collection/works/80310,http://www.moma.org/media/W1siZiIsIjIxNjAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f75930c93499aa71
Uprising,Lyonel Feininger,American,American,North America,1917,2006,Male,1959,Oil on canvas,1959-12-30,1959,0,80313,193.2,142.2,27473.04,http://www.moma.org/collection/works/80313,http://www.moma.org/media/W1siZiIsIjM0NjMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd7bfb6928dd338b
Lemons and Bottle of Dutch Gin,Henri Matisse,French,French,Europe,1869,1954,Male,1896,Oil on canvas,1977-01-01,1977,81,80314,31.2,29.3,914.16,http://www.moma.org/collection/works/80314,http://www.moma.org/media/W1siZiIsIjE3ODM5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=84c4eaff3d27c9e2
"""Hirondelle Amour""",Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1934,Oil on canvas,1977-03-08,1977,43,80315,199.3,247.6,49346.68,http://www.moma.org/collection/works/80315,http://www.moma.org/media/W1siZiIsIjE1MTQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0027f125ef37dc23
"The Marriage of Reason and Squalor, II",Frank Stella,American,American,North America,1936,0,Male,1959,Enamel on canvas,1959-12-30,1959,0,80316,230.5,337.2,77724.6,http://www.moma.org/collection/works/80316,http://www.moma.org/media/W1siZiIsIjE1MTQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c05e51b68eb7311
